participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,sentence_rt,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_056,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,465.0,244.0,297.0,348.0,415.0,386.0,491.0,2646.0,,1854.0,left,A,False,left,0.531,0.469,1192.0,633.0,559.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,633.0,left,633.0,exhaustive.A
participant_056,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,334.0,207.0,446.0,377.0,298.0,384.0,347.0,2393.0,,2079.0,left,B,False,,,,1241.0205523964257,,,,,4.197400487408611,,,,1.718927701056052,,297.4779853777416,,460.1625507717303,contrastive.B
participant_056,a,18,experiment,8,3,1,unmodified,y,3b,3a,,1271.0,463.0,446.0,387.0,416.0,704.0,546.0,4233.0,,2197.0,right,A,False,right,0.392,0.608,1306.0,512.0,794.0,3.0,4.0,7.0,2.0,3.0,5.0,3.0,left,173.0,left,266.0,unmodified.A
participant_056,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,371.0,311.0,312.0,372.0,330.0,391.0,454.0,2541.0,,2160.0,right,A,False,left,0.629,0.371,565.9,355.9,210.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,126.0,right,210.0,exhaustive.A
participant_056,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,594.0,383.0,337.0,330.0,350.0,356.0,494.0,2844.0,,2853.0,left,A,True,left,0.579,0.421,1686.0,976.0,710.0,3.0,3.0,6.0,2.0,2.0,4.0,4.0,left,133.0,left,133.0,contrastive.A
participant_056,a,13,experiment,17,6,1,unmodified,n,6a,6b,,701.0,476.0,374.0,444.0,435.0,623.0,457.0,3510.0,,3086.0,left,A,False,left,0.86,0.14,1801.0,1549.0,252.0,4.0,1.0,5.0,3.0,0.0,3.0,2.0,left,465.0,left,548.0,unmodified.A
participant_056,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,2137.0,446.0,277.0,322.0,319.0,493.0,391.0,4385.0,,1689.0,left,A,False,,,,1241.0205523964257,,,,,4.197400487408611,,,,1.718927701056052,,297.4779853777416,,460.1625507717303,exhaustive.A
participant_056,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,408.0,316.0,272.0,359.0,318.0,379.0,396.0,2448.0,,2145.0,left,B,False,left,1.0,0.0,1052.0,1052.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,131.0,left,1052.0,contrastive.B
participant_056,a,35,experiment,26,9,1,unmodified,y,9b,9a,,544.0,317.0,286.0,297.0,307.0,356.0,374.0,2481.0,,2190.0,right,A,False,left,1.0,0.0,355.9,355.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,355.9,left,355.9,unmodified.A
participant_056,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,408.0,314.0,234.0,366.0,337.0,410.0,373.0,2442.0,,1697.0,right,A,False,right,0.0,1.0,1008.0,0.0,1008.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,1008.0,right,1008.0,exhaustive.A
participant_056,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,427.0,312.0,261.0,332.0,366.0,387.0,415.0,2500.0,,1766.0,right,B,False,right,0.0,1.0,690.0,0.0,690.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,690.0,right,690.0,contrastive.B
participant_056,a,27,experiment,35,12,1,unmodified,n,12a,12b,,687.0,383.0,322.0,360.0,522.0,535.0,665.0,3474.0,,2166.0,left,A,False,right,0.343,0.657,1297.0,445.0,852.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,left,74.0,left,200.0,unmodified.A
participant_056,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,745.0,319.0,364.0,460.0,396.0,386.0,454.0,3124.0,,2191.0,left,A,False,right,0.061,0.939,1361.0,83.0,1278.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,83.0,left,83.0,exhaustive.A
participant_056,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,655.0,365.0,393.0,428.0,365.0,484.0,680.0,3370.0,,3552.0,left,B,False,left,0.695,0.305,1159.0,806.0,353.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,left,468.0,left,468.0,contrastive.B
participant_056,a,29,experiment,44,15,1,unmodified,y,15b,15a,,608.0,338.0,338.0,344.0,375.0,462.0,457.0,2922.0,,4806.0,right,A,False,right,0.089,0.911,3208.0,284.0,2924.0,2.0,6.0,8.0,1.0,5.0,6.0,3.0,left,199.0,left,199.0,unmodified.A
participant_056,a,40,experiment,46,16,1,exhaustive,y,16b,16a,16a,550.0,509.0,357.0,575.0,582.0,426.0,475.0,3474.0,,2022.0,right,A,False,right,0.227,0.773,880.0,200.0,680.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,left,120.0,left,200.0,exhaustive.A
participant_056,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,724.0,397.0,373.0,407.0,398.0,383.0,911.0,3593.0,,2650.0,left,A,True,left,0.609,0.391,1059.0,645.0,414.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,645.0,left,645.0,contrastive.A
participant_056,a,21,experiment,53,18,1,unmodified,n,18a,18b,,475.0,489.0,396.0,377.0,382.0,439.0,492.0,3050.0,,3999.0,left,A,False,right,0.498,0.502,1486.0,740.0,746.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,left,612.0,left,612.0,unmodified.A
participant_057,b,34,experiment,2,1,1,unmodified,y,1b,1a,,390.0,264.0,256.0,504.0,450.0,489.0,413.0,2766.0,,1935.0,right,A,False,right,0.228,0.772,915.0,209.0,706.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,706.0,right,706.0,unmodified.A
participant_057,b,26,experiment,4,2,1,exhaustive,y,2b,2a,2a,392.0,214.0,222.0,447.0,464.0,387.0,421.0,2547.0,,1753.0,right,A,False,right,0.123,0.877,648.0,80.0,568.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,153.0,right,232.0,exhaustive.A
participant_057,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,354.0,254.0,346.0,489.0,353.0,356.0,423.0,2575.0,,1921.0,right,B,False,left,1.0,0.0,549.0,549.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,383.0,left,549.0,contrastive.B
participant_057,b,25,experiment,11,4,1,unmodified,n,4a,4b,,544.0,381.0,356.0,467.0,461.0,383.0,489.0,3081.0,,1726.0,left,A,False,left,1.0,0.0,348.0,348.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,74.0,left,348.0,unmodified.A
participant_057,b,13,experiment,13,5,1,exhaustive,n,5a,5b,5a,518.0,328.0,326.0,405.0,387.0,2066.0,320.0,4350.0,,1878.0,left,A,False,left,1.0,0.0,455.0,455.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,455.0,left,455.0,exhaustive.A
participant_057,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,698.0,1185.0,363.0,364.0,362.0,760.0,495.0,4227.0,,1824.0,left,B,False,left,1.0,0.0,759.0,759.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,298.0,left,759.0,contrastive.B
participant_057,b,37,experiment,20,7,1,unmodified,y,7b,7a,,345.0,242.0,289.0,397.0,335.0,406.0,392.0,2406.0,,1783.0,right,A,False,left,0.592,0.408,711.0,421.0,290.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,290.0,right,290.0,unmodified.A
participant_057,b,17,experiment,22,8,1,exhaustive,y,8b,8a,8a,404.0,299.0,330.0,399.0,395.0,445.0,445.0,2717.0,,1766.0,right,A,False,right,0.0,1.0,742.0,0.0,742.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,742.0,right,742.0,exhaustive.A
participant_057,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,406.0,331.0,284.0,403.0,528.0,418.0,555.0,2925.0,,2425.0,right,B,False,right,0.388,0.612,1266.0,491.0,775.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,207.0,left,491.0,contrastive.B
participant_057,b,21,experiment,29,10,1,unmodified,n,10a,10b,,371.0,279.0,291.0,322.0,351.0,495.0,397.0,2506.0,,2002.0,left,A,False,left,1.0,0.0,849.0,849.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,127.0,left,849.0,unmodified.A
participant_057,b,39,experiment,31,11,1,exhaustive,n,11a,11b,11a,378.0,303.0,286.0,421.0,347.0,351.0,432.0,2518.0,,1631.0,left,A,False,left,0.567,0.433,490.0,278.0,212.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,212.0,right,212.0,exhaustive.A
participant_057,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,465.0,320.0,287.0,416.0,334.0,417.0,474.0,2713.0,,1686.0,left,B,False,right,0.0,1.0,535.0,0.0,535.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,389.0,right,535.0,contrastive.B
participant_057,b,14,experiment,38,13,1,unmodified,y,13b,13a,,426.0,335.0,324.0,625.0,681.0,451.0,817.0,3659.0,,1992.0,right,A,False,right,0.114,0.886,743.0,85.0,658.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,85.0,left,85.0,unmodified.A
participant_057,b,29,experiment,40,14,1,exhaustive,y,14b,14a,14a,407.0,308.0,387.0,401.0,414.0,485.0,875.0,3277.0,,2349.0,right,A,False,right,0.074,0.926,1147.0,85.0,1062.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,85.0,right,85.0,exhaustive.A
participant_057,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,456.0,269.0,281.0,370.0,298.0,442.0,385.0,2501.0,,1883.0,right,B,False,left,0.704,0.296,713.0,502.0,211.0,4.0,2.0,6.0,3.0,1.0,4.0,4.0,left,255.0,left,255.0,contrastive.B
participant_057,b,18,experiment,47,16,1,unmodified,n,16a,16b,,414.0,306.0,292.0,306.0,379.0,370.0,421.0,2488.0,,2953.0,left,A,False,left,0.853,0.147,1397.0,1191.0,206.0,4.0,1.0,5.0,3.0,0.0,3.0,1.0,left,176.0,left,1191.0,unmodified.A
participant_057,b,23,experiment,49,17,1,exhaustive,n,17a,17b,17a,390.0,294.0,305.0,394.0,462.0,488.0,554.0,2887.0,,1894.0,left,A,False,right,0.336,0.664,241.0,81.0,160.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,160.0,right,160.0,exhaustive.A
participant_057,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,368.0,251.0,274.0,421.0,369.0,402.0,421.0,2506.0,,1749.0,left,B,False,right,0.458,0.542,548.0,251.0,297.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,right,146.0,right,297.0,contrastive.B
participant_058,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,539.0,562.0,947.0,848.0,714.0,750.0,987.0,5347.0,,2115.0,left,A,False,left,0.698,0.302,703.0,491.0,212.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,77.0,right,212.0,exhaustive.A
participant_058,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,606.0,750.0,737.0,715.0,824.0,1063.0,2185.0,6880.0,,1948.0,left,B,False,left,0.836,0.164,663.0,554.0,109.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,109.0,right,109.0,contrastive.B
participant_058,a,18,experiment,8,3,1,unmodified,y,3b,3a,,853.0,766.0,862.0,1131.0,937.0,1184.0,1797.0,7530.0,,1755.0,right,A,False,right,0.0,1.0,751.0,0.0,751.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,751.0,right,751.0,unmodified.A
participant_058,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,787.0,1143.0,806.0,800.0,774.0,1003.0,1808.0,7121.0,,1669.0,right,A,False,right,0.0,1.0,490.0,0.0,490.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,148.0,right,490.0,exhaustive.A
participant_058,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,797.0,1198.0,664.0,840.0,994.0,974.0,1414.0,6881.0,,3501.0,right,B,False,right,0.0,1.0,466.9,0.0,466.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,111.0,right,466.9,contrastive.B
participant_058,a,13,experiment,17,6,1,unmodified,n,6a,6b,,673.0,1207.0,1152.0,927.0,1079.0,1446.0,1005.0,7489.0,,2496.0,left,A,False,left,0.622,0.378,1432.0,891.0,541.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,541.0,right,541.0,unmodified.A
participant_058,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,570.0,766.0,613.0,725.0,651.0,788.0,1180.0,5293.0,,1911.0,left,A,False,left,1.0,0.0,611.0,611.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,72.0,left,611.0,exhaustive.A
participant_058,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,561.0,590.0,681.0,730.0,899.0,633.0,1653.0,5747.0,,1941.0,left,B,False,left,1.0,0.0,738.0,738.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,233.0,left,738.0,contrastive.B
participant_058,a,35,experiment,26,9,1,unmodified,y,9b,9a,,578.0,549.0,511.0,608.0,566.0,779.0,952.0,4543.0,,2573.0,right,A,False,right,0.0,1.0,1150.0,0.0,1150.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,730.0,right,1150.0,unmodified.A
participant_058,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,612.0,1133.0,894.0,1074.0,631.0,816.0,932.0,6092.0,,1733.0,right,A,False,right,0.0,1.0,649.0,0.0,649.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,649.0,right,649.0,exhaustive.A
participant_058,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,746.0,806.0,784.0,792.0,798.0,994.0,1572.0,6492.0,,1857.0,right,B,False,right,0.0,1.0,676.0,0.0,676.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,72.0,right,676.0,contrastive.B
participant_058,a,27,experiment,35,12,1,unmodified,n,12a,12b,,574.0,725.0,885.0,938.0,878.0,1280.0,1509.0,6789.0,,2132.0,right,B,False,right,0.0,1.0,962.0,0.0,962.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,110.0,right,962.0,unmodified.B
participant_058,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,614.0,864.0,1509.0,1331.0,954.0,1227.0,1578.0,8077.0,,2343.0,left,A,False,left,0.802,0.198,1116.0,895.0,221.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,221.0,right,221.0,exhaustive.A
participant_058,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,596.0,725.0,792.0,827.0,1069.0,788.0,2447.0,7244.0,,4087.0,left,B,False,left,0.901,0.099,2579.0,2323.0,256.0,6.0,2.0,8.0,5.0,1.0,6.0,4.0,left,178.0,left,178.0,contrastive.B
participant_058,a,29,experiment,44,15,1,unmodified,y,15b,15a,,681.0,963.0,2022.0,792.0,1106.0,1208.0,1416.0,8188.0,,1984.0,right,A,False,right,0.2,0.8,923.0,185.0,738.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,66.0,left,66.0,unmodified.A
participant_058,a,40,experiment,46,16,1,exhaustive,y,16b,16a,16a,824.0,822.0,715.0,785.0,639.0,727.0,1272.0,5784.0,,2387.0,right,A,False,right,0.211,0.789,1124.0,237.0,887.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,86.0,left,86.0,exhaustive.A
participant_058,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,602.0,927.0,1103.0,747.0,958.0,840.0,1201.0,6378.0,,1731.0,right,B,False,right,0.0,1.0,705.0,0.0,705.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,705.0,right,705.0,contrastive.B
participant_058,a,21,experiment,53,18,1,unmodified,n,18a,18b,,993.0,895.0,999.0,1654.0,1021.0,1381.0,1797.0,8740.0,,4216.0,left,A,False,right,0.243,0.757,2393.0,581.0,1812.0,3.0,5.0,8.0,2.0,4.0,6.0,3.0,left,77.0,left,77.0,unmodified.A
participant_059,b,34,experiment,2,1,1,unmodified,y,1b,1a,,583.0,520.0,791.0,609.0,588.0,637.0,894.0,4622.0,,1600.0,right,A,False,right,0.0,1.0,533.0,0.0,533.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,533.0,right,533.0,unmodified.A
participant_059,b,26,experiment,4,2,1,exhaustive,y,2b,2a,2a,603.0,843.0,629.0,535.0,469.0,721.0,1231.0,5031.0,,1642.0,right,A,False,right,0.0,1.0,604.0,0.0,604.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,268.0,right,604.0,exhaustive.A
participant_059,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,638.0,888.0,773.0,613.0,1177.0,1112.0,624.0,5825.0,,1823.0,right,B,False,left,0.587,0.413,653.0,383.0,270.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,196.0,left,383.0,contrastive.B
participant_059,b,25,experiment,11,4,1,unmodified,n,4a,4b,,497.0,891.0,641.0,702.0,601.0,724.0,1465.0,5521.0,,2078.0,left,A,False,left,1.0,0.0,952.0,952.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,952.0,left,952.0,unmodified.A
participant_059,b,13,experiment,13,5,1,exhaustive,n,5a,5b,5a,529.0,991.0,783.0,635.0,588.0,656.0,1467.0,5649.0,,1907.0,left,A,False,left,0.755,0.245,754.0,569.0,185.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,185.0,right,185.0,exhaustive.A
participant_059,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,678.0,702.0,629.0,572.0,875.0,651.0,2735.0,6842.0,,2056.0,left,B,False,left,1.0,0.0,994.0,994.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,115.0,left,994.0,contrastive.B
participant_059,b,37,experiment,20,7,1,unmodified,y,7b,7a,,615.0,902.0,671.0,505.0,599.0,763.0,1731.0,5786.0,,1573.0,right,A,False,right,0.0,1.0,490.0,0.0,490.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,490.0,right,490.0,unmodified.A
participant_059,b,17,experiment,22,8,1,exhaustive,y,8b,8a,8a,1031.0,1431.0,787.0,704.0,913.0,722.0,1014.0,6602.0,,1938.0,right,A,False,right,0.0,1.0,843.0,0.0,843.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,532.0,right,843.0,exhaustive.A
participant_059,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,684.0,720.0,715.0,643.0,709.0,668.0,1435.0,5574.0,,1757.0,right,B,False,right,0.0,1.0,728.0,0.0,728.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,728.0,right,728.0,contrastive.B
participant_059,b,21,experiment,29,10,1,unmodified,n,10a,10b,,809.0,2469.0,1772.0,596.0,676.0,809.0,670.0,7801.0,,3760.0,left,A,False,left,0.605,0.395,1736.0,1051.0,685.0,5.0,7.0,12.0,4.0,6.0,10.0,8.0,left,80.0,left,80.0,unmodified.A
participant_059,b,39,experiment,31,11,1,exhaustive,n,11a,11b,11a,668.0,733.0,1231.0,1268.0,717.0,1111.0,849.0,6577.0,,2277.0,left,A,False,left,0.907,0.093,1184.0,1074.0,110.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,193.0,left,193.0,exhaustive.A
participant_059,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,1597.0,626.0,587.0,534.0,2464.0,1181.0,2123.0,9112.0,,2313.0,left,B,False,left,0.619,0.381,1222.0,757.0,465.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,267.0,right,267.0,contrastive.B
participant_059,b,14,experiment,38,13,1,unmodified,y,13b,13a,,566.0,572.0,633.0,691.0,591.0,872.0,960.0,4885.0,,1992.0,right,A,False,right,0.358,0.642,927.0,332.0,595.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,332.0,left,332.0,unmodified.A
participant_059,b,29,experiment,40,14,1,exhaustive,y,14b,14a,14a,647.0,649.0,954.0,1017.0,957.0,1024.0,1700.0,6948.0,,2228.0,right,A,False,left,0.61,0.39,1059.0,646.0,413.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,right,72.0,right,72.0,exhaustive.A
participant_059,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,528.0,629.0,536.0,488.0,519.0,523.0,710.0,3933.0,,1712.0,right,B,False,right,0.0,1.0,698.0,0.0,698.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,698.0,right,698.0,contrastive.B
participant_059,b,18,experiment,47,16,1,unmodified,n,16a,16b,,824.0,803.0,1183.0,893.0,650.0,628.0,1019.0,6000.0,,2549.0,left,A,False,left,0.718,0.282,1381.0,992.0,389.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,74.0,right,389.0,unmodified.A
participant_059,b,23,experiment,49,17,1,exhaustive,n,17a,17b,17a,545.0,641.0,1380.0,1149.0,628.0,1101.0,1280.0,6724.0,,2029.0,left,A,False,left,0.845,0.155,727.0,614.0,113.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,113.0,right,113.0,exhaustive.A
participant_059,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,528.0,515.0,492.0,576.0,859.0,735.0,600.0,4305.0,,2038.0,left,B,False,left,0.889,0.111,1002.0,891.0,111.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,149.0,left,149.0,contrastive.B
participant_060,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,526.0,610.0,618.0,806.0,1021.0,739.0,898.0,5218.0,,1972.0,right,B,False,right,0.303,0.697,871.0,264.0,607.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,531.0,right,531.0,contrastive.B
participant_060,c,36,experiment,5,2,1,unmodified,n,2a,2b,,466.0,439.0,464.0,527.0,594.0,712.0,743.0,3945.0,,2049.0,left,A,False,left,1.0,0.0,818.0,818.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,151.0,left,818.0,unmodified.A
participant_060,c,34,experiment,7,3,1,exhaustive,n,3a,3b,3a,508.0,520.0,673.0,622.0,631.0,973.0,826.0,4753.0,,1732.0,left,A,False,left,1.0,0.0,742.0,742.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,742.0,left,742.0,exhaustive.A
participant_060,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,512.0,490.0,512.0,495.0,486.0,601.0,1028.0,4124.0,,1745.0,left,B,False,left,1.0,0.0,711.0,711.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,711.0,left,711.0,contrastive.B
participant_060,c,27,experiment,14,5,1,unmodified,y,5b,5a,,549.0,510.0,606.0,588.0,632.0,657.0,2044.0,5586.0,,2033.1561696658098,right,A,False,left,0.679,0.321,5584.9,3789.9,1795.0,9.0,6.0,15.0,8.0,5.0,13.0,8.0,right,85.0,right,85.0,unmodified.A
participant_060,c,17,experiment,16,6,1,exhaustive,y,6b,6a,6a,595.0,500.0,447.0,470.0,422.0,587.0,4283.0,7304.0,,1744.0,right,A,False,right,0.0,1.0,507.0,0.0,507.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,163.0,right,507.0,exhaustive.A
participant_060,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,511.0,624.0,538.0,590.0,490.0,496.0,521.0,3770.0,,1564.0,right,B,False,right,0.0,1.0,395.0,0.0,395.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,158.0,right,395.0,contrastive.B
participant_060,c,12,experiment,23,8,1,unmodified,n,8a,8b,,567.0,640.0,733.0,569.0,561.0,601.0,933.0,4604.0,,1869.0,left,A,False,left,0.793,0.207,723.0,573.0,150.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,74.0,right,150.0,unmodified.A
participant_060,c,40,experiment,25,9,1,exhaustive,n,9a,9b,9a,507.0,447.0,442.0,499.0,474.0,853.0,736.0,3958.0,,1626.0,left,A,False,left,1.0,0.0,316.0,316.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,116.0,left,316.0,exhaustive.A
participant_060,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,536.0,461.0,481.0,445.0,499.0,450.0,509.0,3381.0,,1798.0,left,B,False,left,0.611,0.389,704.0,430.0,274.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,right,76.0,right,76.0,contrastive.B
participant_060,c,22,experiment,32,11,1,unmodified,y,11b,11a,,539.0,710.0,523.0,557.0,737.0,857.0,1253.0,5176.0,,1636.0,right,A,False,right,0.158,0.842,501.0,79.0,422.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,79.0,left,79.0,unmodified.A
participant_060,c,10,experiment,34,12,1,exhaustive,y,12b,12a,12a,510.0,508.0,842.0,675.0,482.0,679.0,744.0,4440.0,,1784.0,right,A,False,right,0.0,1.0,578.0,0.0,578.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,346.0,right,578.0,exhaustive.A
participant_060,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,706.0,475.0,431.0,416.0,527.0,520.0,497.0,3572.0,,1779.0,right,B,False,right,0.0,1.0,532.0,0.0,532.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,346.0,right,532.0,contrastive.B
participant_060,c,29,experiment,41,14,1,unmodified,n,14a,14b,,515.0,437.0,488.0,480.0,558.0,486.0,676.0,3640.0,,4571.0,left,A,False,left,0.505,0.495,1555.9,786.0,769.9,2.0,4.0,6.0,1.0,3.0,4.0,3.0,right,148.0,right,301.0,unmodified.A
participant_060,c,15,experiment,43,15,1,exhaustive,n,15a,15b,15a,780.0,623.0,588.0,1033.0,599.0,826.0,632.0,5081.0,,2030.0,left,A,False,left,0.755,0.245,894.0,675.0,219.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,111.0,right,219.0,exhaustive.A
participant_060,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,430.0,426.0,431.0,526.0,636.0,491.0,472.0,3412.0,,1534.0,left,B,False,left,1.0,0.0,518.0,518.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,518.0,left,518.0,contrastive.B
participant_060,c,24,experiment,50,17,1,unmodified,y,17b,17a,,476.0,459.0,533.0,545.0,646.0,791.0,2649.0,6099.0,,2496.0,right,A,False,left,0.585,0.415,1086.0,635.0,451.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,368.0,right,451.0,unmodified.A
participant_060,c,38,experiment,52,18,1,exhaustive,y,18b,18a,18a,563.0,480.0,545.0,659.0,493.0,704.0,1096.0,4540.0,,1693.0,right,A,False,right,0.0,1.0,183.0,0.0,183.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,74.0,right,183.0,exhaustive.A
participant_061,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,330.0,299.0,288.0,294.0,287.0,541.0,371.0,2410.0,,1690.0,left,A,False,left,1.0,0.0,669.0,669.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,669.0,left,669.0,exhaustive.A
participant_061,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,258.0,292.0,285.0,284.0,268.0,316.0,342.0,2045.0,,1880.0,right,A,True,left,0.535,0.465,574.0,307.0,267.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,68.0,left,68.0,contrastive.A
