participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,sentence_rt,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_008,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,316.0,330.0,357.0,329.0,359.0,314.0,326.0,2331.0,,1538.0,right,B,False,right,0.0,1.0,541.0,0.0,541.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,541.0,right,541.0,contrastive.B
participant_008,c,12,experiment,23,8,1,unmodified,n,8a,8b,,431.0,498.0,398.0,443.0,434.0,464.0,535.0,3203.0,,2426.0,left,A,False,left,0.77,0.23,1272.0,979.0,293.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,162.0,left,979.0,unmodified.A
participant_008,c,40,experiment,25,9,1,exhaustive,n,9a,9b,9a,468.0,396.0,344.0,355.0,430.0,400.0,353.0,2746.0,,2588.0,left,A,False,left,0.737,0.263,1276.0,941.0,335.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,right,168.0,right,168.0,exhaustive.A
participant_008,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,671.0,660.0,647.0,756.0,355.0,522.0,391.0,4002.0,,1783.0,left,B,False,left,1.0,0.0,764.0,764.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,764.0,left,764.0,contrastive.B
participant_008,c,22,experiment,32,11,1,unmodified,y,11b,11a,,439.0,357.0,421.0,492.0,476.0,476.0,464.0,3125.0,,1969.0,right,A,False,right,0.0,1.0,772.0,0.0,772.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,123.0,right,772.0,unmodified.A
participant_008,c,10,experiment,34,12,1,exhaustive,y,12b,12a,12a,632.0,1035.0,483.0,485.0,457.0,657.0,469.0,4218.0,,1921.0,right,A,False,right,0.0,1.0,821.0,0.0,821.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,182.0,right,821.0,exhaustive.A
participant_008,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,508.0,495.0,412.0,410.0,431.0,419.0,403.0,3078.0,,2494.0,right,B,False,right,0.42,0.58,1221.0,513.0,708.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,63.0,left,513.0,contrastive.B
participant_008,c,29,experiment,41,14,1,unmodified,n,14a,14b,,433.0,375.0,371.0,454.0,645.0,808.0,595.0,3681.0,,2145.0,left,A,False,right,0.09,0.91,927.0,83.0,844.0,1.0,4.0,5.0,0.0,3.0,3.0,2.0,right,83.0,right,83.0,unmodified.A
participant_008,c,15,experiment,43,15,1,exhaustive,n,15a,15b,15a,497.0,501.0,538.0,1264.0,591.0,801.0,1258.0,5450.0,,2440.0,left,A,False,left,0.713,0.287,1267.0,903.0,364.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,74.0,left,74.0,exhaustive.A
participant_008,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,408.0,361.0,357.0,373.0,456.0,398.0,384.0,2737.0,,1875.0,left,B,False,left,0.751,0.249,728.0,547.0,181.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,181.0,right,181.0,contrastive.B
participant_008,c,24,experiment,50,17,1,unmodified,y,17b,17a,,439.0,465.0,488.0,816.0,474.0,701.0,2427.0,5810.0,,5834.0,right,A,False,right,0.468,0.532,3295.9,1540.9,1755.0,4.0,4.0,8.0,3.0,3.0,6.0,5.0,left,201.0,left,201.0,unmodified.A
participant_008,c,38,experiment,52,18,1,exhaustive,y,18b,18a,18a,457.0,402.0,375.0,402.0,386.0,620.0,765.0,3407.0,,2357.0,right,A,False,left,0.656,0.344,890.0,584.0,306.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,right,114.0,right,114.0,exhaustive.A
participant_009,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,582.0,526.0,550.0,442.0,597.0,894.0,481.0,4072.0,,2990.0,right,B,False,right,0.195,0.805,1856.0,362.0,1494.0,5.0,6.0,11.0,4.0,5.0,9.0,9.0,left,73.0,left,73.0,contrastive.B
participant_009,c,36,experiment,5,2,1,unmodified,n,2a,2b,,483.0,463.0,373.0,441.0,383.0,467.0,491.0,3101.0,,1970.0,left,A,False,left,1.0,0.0,785.0,785.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,785.0,left,785.0,unmodified.A
participant_009,c,34,experiment,7,3,1,exhaustive,n,3a,3b,3a,509.0,436.0,345.0,548.0,473.0,828.0,505.0,3644.0,,2390.0,left,A,False,right,0.441,0.559,1083.0,478.0,605.0,4.0,3.0,7.0,3.0,2.0,5.0,3.0,right,264.0,right,401.0,exhaustive.A
participant_009,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,1571.0,476.0,399.0,1215.0,477.0,1061.0,1021.0,6220.0,,2305.0,left,B,False,left,0.924,0.076,1291.0,1193.0,98.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,208.0,left,208.0,contrastive.B
participant_009,c,27,experiment,14,5,1,unmodified,y,5b,5a,,586.0,471.0,494.0,477.0,423.0,401.0,979.0,3831.0,,3037.0,right,A,False,left,0.58,0.42,1370.0,795.0,575.0,3.0,4.0,7.0,2.0,3.0,5.0,2.0,left,204.0,left,204.0,unmodified.A
participant_009,c,17,experiment,16,6,1,exhaustive,y,6b,6a,6a,735.0,479.0,371.0,398.0,405.0,1049.0,446.0,3883.0,,2171.0,right,A,False,right,0.272,0.728,740.0,201.0,539.0,2.0,5.0,7.0,1.0,4.0,5.0,3.0,left,78.0,left,78.0,exhaustive.A
participant_009,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,469.0,472.0,457.0,418.0,801.0,528.0,535.0,3680.0,,2120.0,right,B,False,right,0.0,1.0,355.9,0.0,355.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,355.9,right,355.9,contrastive.B
participant_009,c,12,experiment,23,8,1,unmodified,n,8a,8b,,670.0,467.0,923.0,722.0,662.0,741.0,751.0,4936.0,,2561.0,left,A,False,right,0.463,0.537,1145.0,530.0,615.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,right,61.0,right,615.0,unmodified.A
participant_009,c,40,experiment,25,9,1,exhaustive,n,9a,9b,9a,490.0,326.0,373.0,370.0,365.0,647.0,448.0,3019.0,,2002.0,left,A,False,left,0.636,0.364,390.0,248.0,142.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,right,73.0,right,73.0,exhaustive.A
participant_009,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,537.0,447.0,405.0,468.0,424.0,1791.0,922.0,4994.0,,2521.0,left,B,False,left,0.828,0.172,952.0,788.0,164.0,4.0,2.0,6.0,3.0,1.0,4.0,4.0,left,104.0,left,104.0,contrastive.B
participant_009,c,22,experiment,32,11,1,unmodified,y,11b,11a,,447.0,409.0,418.0,382.0,354.0,387.0,589.0,2986.0,,2018.0,right,A,False,right,0.244,0.756,821.0,200.0,621.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,96.0,left,200.0,unmodified.A
participant_009,c,10,experiment,34,12,1,exhaustive,y,12b,12a,12a,805.0,535.0,520.0,1465.0,585.0,1077.0,1433.0,6420.0,,2531.0,right,A,False,right,0.499,0.501,1285.0,641.0,644.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,86.0,left,86.0,exhaustive.A
participant_009,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,561.0,483.0,444.0,432.0,464.0,484.0,1006.0,3874.0,,6758.0,right,B,False,right,0.207,0.793,3913.9,809.0,3104.9,3.0,7.0,10.0,2.0,6.0,8.0,4.0,right,61.0,right,61.0,contrastive.B
participant_009,c,29,experiment,41,14,1,unmodified,n,14a,14b,,522.0,475.0,397.0,464.0,428.0,472.0,1544.0,4302.0,,2033.1561696658098,right,B,False,right,0.407,0.593,5158.8,2100.0,3058.8,4.0,7.0,11.0,3.0,6.0,9.0,4.0,right,355.9,right,1201.9,unmodified.B
participant_009,c,15,experiment,43,15,1,exhaustive,n,15a,15b,15a,578.0,388.0,1105.0,451.0,427.0,604.0,610.0,4163.0,,3161.0,left,A,False,left,0.636,0.364,1049.0,667.0,382.0,4.0,3.0,7.0,3.0,2.0,5.0,4.0,right,90.0,right,90.0,exhaustive.A
participant_009,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,457.0,391.0,412.0,378.0,377.0,707.0,617.0,3339.0,,2372.0,left,B,False,left,0.536,0.464,1174.0,629.0,545.0,4.0,3.0,7.0,3.0,2.0,5.0,6.0,left,238.0,left,238.0,contrastive.B
participant_009,c,24,experiment,50,17,1,unmodified,y,17b,17a,,413.0,378.0,387.0,397.0,456.0,398.0,961.0,3390.0,,2549.0,right,A,False,left,0.887,0.113,1286.0,1141.0,145.0,5.0,2.0,7.0,4.0,1.0,5.0,3.0,left,289.0,left,289.0,unmodified.A
participant_009,c,38,experiment,52,18,1,exhaustive,y,18b,18a,18a,528.0,398.0,301.0,381.0,404.0,430.0,432.0,2874.0,,2599.0,right,A,False,left,0.574,0.426,1051.0,603.0,448.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,left,258.0,left,603.0,exhaustive.A
participant_010,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,291.0,278.0,253.0,314.0,286.0,304.0,325.0,2051.0,,3573.0,left,A,True,left,0.508,0.492,2004.0,1018.0,986.0,2.0,4.0,6.0,1.0,3.0,4.0,3.0,right,99.0,right,99.0,contrastive.A
participant_010,c,36,experiment,5,2,1,unmodified,n,2a,2b,,270.0,240.0,246.0,246.0,459.0,324.0,302.0,2087.0,,1558.0,left,A,False,left,0.603,0.397,423.0,255.0,168.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,168.0,right,168.0,unmodified.A
participant_010,c,34,experiment,7,3,1,exhaustive,n,3a,3b,3a,326.0,342.0,373.0,636.0,538.0,532.0,370.0,3117.0,,1698.0,left,A,False,left,1.0,0.0,633.0,633.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,230.0,left,633.0,exhaustive.A
participant_010,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,300.0,252.0,248.0,193.0,284.0,324.0,282.0,1883.0,,1429.0,right,A,True,right,0.0,1.0,387.0,0.0,387.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,387.0,right,387.0,contrastive.A
participant_010,c,27,experiment,14,5,1,unmodified,y,5b,5a,,281.0,211.0,281.0,218.0,232.0,234.0,263.0,1720.0,,1602.0,right,A,False,right,0.156,0.844,533.0,83.0,450.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,83.0,left,83.0,unmodified.A
participant_010,c,17,experiment,16,6,1,exhaustive,y,6b,6a,6a,276.0,293.0,246.0,242.0,312.0,310.0,319.0,1998.0,,1790.0,right,A,False,right,0.0,1.0,732.0,0.0,732.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,732.0,right,732.0,exhaustive.A
participant_010,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,313.0,326.0,245.0,300.0,449.0,370.0,337.0,2340.0,,1383.0,left,A,True,left,1.0,0.0,350.0,350.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,350.0,left,350.0,contrastive.A
participant_010,c,12,experiment,23,8,1,unmodified,n,8a,8b,,360.0,361.0,324.0,305.0,318.0,303.0,288.0,2259.0,,1783.0,left,A,False,left,1.0,0.0,419.0,419.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,175.0,left,419.0,unmodified.A
participant_010,c,40,experiment,25,9,1,exhaustive,n,9a,9b,9a,276.0,267.0,208.0,225.0,219.0,422.0,266.0,1883.0,,1647.0,left,A,False,left,0.81,0.19,447.0,362.0,85.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,85.0,right,85.0,exhaustive.A
participant_010,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,215.0,157.0,146.0,167.0,282.0,206.0,327.0,1500.0,,1617.0,right,A,True,right,0.119,0.881,521.0,62.0,459.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,62.0,left,62.0,contrastive.A
participant_010,c,22,experiment,32,11,1,unmodified,y,11b,11a,,326.0,270.0,279.0,289.0,280.0,351.0,412.0,2207.0,,1467.0,right,A,False,right,0.0,1.0,231.0,0.0,231.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,83.0,right,231.0,unmodified.A
participant_010,c,10,experiment,34,12,1,exhaustive,y,12b,12a,12a,513.0,483.0,672.0,542.0,451.0,449.0,592.0,3702.0,,2062.0,right,A,False,right,0.0,1.0,1032.0,0.0,1032.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,1032.0,right,1032.0,exhaustive.A
participant_010,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,283.0,287.0,356.0,240.0,313.0,300.0,387.0,2166.0,,2148.0,left,A,True,left,1.0,0.0,1096.0,1096.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,1096.0,left,1096.0,contrastive.A
participant_010,c,29,experiment,41,14,1,unmodified,n,14a,14b,,260.0,241.0,381.0,405.0,329.0,305.0,338.0,2259.0,,1915.0,left,A,False,left,0.783,0.217,595.0,466.0,129.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,158.0,left,158.0,unmodified.A
participant_010,c,15,experiment,43,15,1,exhaustive,n,15a,15b,15a,327.0,192.0,304.0,279.0,409.0,349.0,324.0,2184.0,,1413.0,left,A,False,left,1.0,0.0,261.0,261.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,261.0,left,261.0,exhaustive.A
participant_010,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,300.0,232.0,248.0,268.0,251.0,261.0,255.0,1815.0,,1977.0,right,A,True,right,0.235,0.765,805.0,189.0,616.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,right,151.0,right,151.0,contrastive.A
participant_010,c,24,experiment,50,17,1,unmodified,y,17b,17a,,316.0,238.0,242.0,214.0,207.0,214.0,336.0,1767.0,,1498.0,right,A,False,right,0.0,1.0,318.0,0.0,318.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,230.0,right,318.0,unmodified.A
participant_010,c,38,experiment,52,18,1,exhaustive,y,18b,18a,18a,302.0,200.0,200.0,226.0,231.0,265.0,323.0,1747.0,,1849.0,right,A,False,right,0.0,1.0,844.0,0.0,844.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,844.0,right,844.0,exhaustive.A
participant_011,a,36,experiment,1,1,1,exhaustive,n,1a,1b,1a,488.0,238.0,289.0,445.0,236.0,208.0,480.0,2384.0,,3473.0,right,B,True,left,0.5,0.5,711.8,355.9,355.9,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,355.9,left,355.9,exhaustive.B
participant_011,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,305.0,182.0,201.0,215.0,200.0,232.0,440.0,1775.0,,1532.0,right,A,True,right,0.0,1.0,176.0,0.0,176.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,69.0,right,176.0,contrastive.A
participant_011,a,18,experiment,8,3,1,unmodified,y,3b,3a,,597.0,321.0,210.0,390.0,301.0,260.0,172.0,2251.0,,1920.0,left,B,False,left,0.681,0.319,897.0,611.0,286.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,286.0,right,286.0,unmodified.B
participant_011,a,43,experiment,10,4,1,exhaustive,y,4b,4a,4a,535.0,244.0,2164.0,321.0,373.0,368.0,419.0,4424.0,,1682.0,left,B,True,left,1.0,0.0,647.0,647.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,197.0,left,647.0,exhaustive.B
participant_011,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,1106.0,493.0,515.0,379.0,376.0,858.0,579.0,4306.0,,2649.0,left,A,True,left,0.774,0.226,1012.0,783.0,229.0,4.0,2.0,6.0,3.0,1.0,4.0,1.0,right,66.0,right,229.0,contrastive.A
participant_011,a,13,experiment,17,6,1,unmodified,n,6a,6b,,608.0,512.0,529.0,804.0,445.0,334.0,1121.0,4353.0,,1834.0,left,A,False,left,1.0,0.0,584.0,584.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,132.0,left,584.0,unmodified.A
participant_011,a,49,experiment,19,7,1,exhaustive,n,7a,7b,7a,384.0,234.0,201.0,206.0,324.0,220.0,584.0,2153.0,,3981.0,right,B,True,right,0.197,0.803,1256.9,247.0,1009.9,2.0,5.0,7.0,1.0,4.0,5.0,4.0,right,355.9,right,420.9,exhaustive.B
participant_011,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,287.0,226.0,246.0,210.0,327.0,313.0,345.0,1954.0,,2892.0,right,A,True,right,0.118,0.882,903.0,107.0,796.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,left,107.0,left,107.0,contrastive.A
participant_011,a,35,experiment,26,9,1,unmodified,y,9b,9a,,439.0,319.0,288.0,608.0,217.0,439.0,460.0,2770.0,,1464.0,left,B,False,left,1.0,0.0,435.0,435.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,336.0,left,435.0,unmodified.B
participant_011,a,45,experiment,28,10,1,exhaustive,y,10b,10a,10a,520.0,227.0,184.0,398.0,294.0,732.0,304.0,2659.0,,1858.0,right,A,False,right,0.312,0.688,464.0,145.0,319.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,145.0,left,145.0,exhaustive.A
participant_011,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,1555.0,326.0,1744.0,368.0,248.0,629.0,424.0,5294.0,,2168.0,left,A,True,left,0.578,0.422,696.0,402.0,294.0,4.0,3.0,7.0,3.0,2.0,5.0,5.0,right,62.0,right,62.0,contrastive.A
participant_011,a,27,experiment,35,12,1,unmodified,n,12a,12b,,554.0,434.0,451.0,699.0,305.0,732.0,409.0,3584.0,,1982.0,left,A,False,left,1.0,0.0,695.0,695.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,695.0,left,695.0,unmodified.A
participant_011,a,38,experiment,37,13,1,exhaustive,n,13a,13b,13a,600.0,290.0,209.0,234.0,900.0,471.0,353.0,3057.0,,1770.0,right,B,True,right,0.0,1.0,622.0,0.0,622.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,484.0,right,622.0,exhaustive.B
